Customer_ID,Sum_Shopping_Basket,Day
22,45.884033,2020-10-17
22,92.55266999999999,2020-02-29
22,66.15114,2020-03-08
22,66.98208000000001,2020-01-16
22,36.31535,2020-11-29
22,53.762145999999994,2020-03-14
22,79.67241999999999,2020-05-18
22,92.57885,2020-09-30
22,38.010532,2020-09-21
22,53.97954,2020-06-05
23,45.300934000000005,2020-08-29
23,35.150715000000005,2020-02-23
23,87.42608,2020-05-22
23,44.404379999999996,2020-10-09
23,58.612118,2020-12-25
23,56.188340000000004,2020-01-30
23,99.88394,2020-04-28
23,39.61121,2020-04-18
24,32.98646,2020-02-01
24,67.80537,2020-11-16
24,69.5821,2020-03-04
24,58.161728000000004,2020-06-20
24,60.849674,2020-05-05
24,46.13174,2020-12-14
24,52.158463,2020-12-24
24,86.47601,2020-06-28
25,29.093185,2020-03-03
25,49.652775,2020-11-06
25,79.60409,2020-06-17
27,38.558052,2020-08-03
27,49.975190000000005,2020-07-12
27,85.731636,2020-12-09
27,88.84125999999999,2020-11-29
27,92.490814,2020-12-23
27,41.661118,2020-12-26
27,92.21837,2020-09-30
27,87.44804,2020-11-14
27,42.70545,2020-08-22
27,32.21155,2020-06-12
27,45.101566,2020-06-24
27,28.188343,2020-05-11
28,74.33275,2020-03-22
28,50.468340000000005,2020-07-06
28,52.68764,2020-08-28
28,55.420864,2020-01-21
28,32.569687,2020-05-12
29,66.72026,2020-12-11
29,81.13586,2020-04-24
29,85.43216,2020-10-16
29,84.71931,2020-09-25
29,73.60884,2020-07-28
29,83.24258,2020-04-14
29,70.558044,2020-09-12
29,52.19923,2020-10-10
29,91.03471,2020-06-27
31,97.43613,2020-02-02
31,29.466853999999998,2020-09-01
31,73.09281999999999,2020-06-22
31,94.1602,2020-10-01
31,57.31223000000001,2020-03-29
31,81.37968000000001,2020-08-14
31,84.55991999999999,2020-09-26
32,41.964375,2020-02-19
32,63.877933999999996,2020-09-24
32,84.92173000000001,2020-04-05
32,49.08706,2020-07-03
32,69.19189,2020-08-02
33,47.11335,2020-08-07
33,69.59484,2020-01-28
33,52.06042,2020-04-02
33,45.41291,2020-05-28
33,41.001595,2020-04-01
34,44.31793,2020-04-27
34,72.73671999999999,2020-02-18
34,61.75375699999999,2020-06-01
34,75.9092,2020-12-25
34,67.27853,2020-12-25
34,90.02595,2020-11-22
34,83.11979000000001,2020-11-05
34,67.72355999999999,2020-10-18
34,33.401302,2020-08-04
34,65.00785,2020-04-02
35,85.09052,2020-08-13
35,94.83845,2020-06-20
35,52.83724599999999,2020-06-28
35,34.35344,2020-10-17
35,40.6145,2020-10-06
35,55.384262,2020-08-17
35,83.5241,2020-07-16
35,72.132614,2020-08-16
37,92.867676,2020-05-11
37,36.86149,2020-12-24
37,85.27627,2020-01-13
37,88.05746500000001,2020-12-19
37,66.64036,2020-11-07
40,95.09517,2020-05-22
40,96.97083,2020-10-31
40,98.575005,2020-06-10
40,61.919146999999995,2020-11-29
40,62.73908,2020-10-24
40,92.68979,2020-03-06
40,75.642204,2020-06-18
40,62.681183,2020-01-18
40,70.09572,2020-10-19
42,74.01311,2020-08-10
42,40.06763,2020-04-28
42,88.907425,2020-03-07
42,40.47016,2020-10-03
42,89.90234,2020-07-18
42,98.269646,2020-03-07
42,85.76796999999999,2020-06-18
43,87.956375,2020-03-28
43,45.61934,2020-03-29
43,74.065445,2020-11-12
43,28.227362,2020-12-18
43,35.83194,2020-03-13
43,82.578964,2020-08-30
44,94.43949,2020-02-08
44,77.66804499999999,2020-10-28
44,31.293568,2020-07-23
44,91.159225,2020-10-20
44,30.633786999999998,2020-01-05
44,55.567463000000004,2020-06-10
44,82.91304000000001,2020-06-20
44,52.707737,2020-11-27
44,90.33669,2020-11-21
45,87.09953,2020-11-05
45,79.64235,2020-09-23
45,83.850075,2020-11-19
45,71.46913,2020-04-22
45,46.764697999999996,2020-10-21
45,92.29314000000001,2020-04-09
45,62.632107,2020-06-02
45,39.876534,2020-04-15
46,90.71011999999999,2020-11-12
46,86.06541999999999,2020-05-18
46,88.7063,2020-04-07
46,92.40044,2020-01-17
46,35.27655,2020-10-06
46,63.032978,2020-08-18
46,62.829494,2020-04-13
46,32.28668,2020-02-04
46,94.17336,2020-03-29
48,38.99601,2020-03-20
48,89.16333,2020-12-19
48,92.825714,2020-04-07
48,91.271614,2020-10-03
48,36.207066,2020-05-30
48,47.237384999999996,2020-01-27
49,1373.6277,2020-07-06
50,31.196028000000002,2020-09-12
50,92.55424000000001,2020-01-27
50,57.72296,2020-07-08
50,99.01743,2020-03-06
50,30.987862,2020-09-19
50,61.108315000000005,2020-04-28
50,59.627959999999995,2020-08-02
50,55.727295,2020-04-04
50,43.281418,2020-08-10
52,97.57776,2020-09-06
52,74.96305,2020-02-09
52,93.69355999999999,2020-10-25
52,38.662426,2020-10-16
52,61.38118000000001,2020-09-10
52,26.422348,2020-09-21
53,45.621487,2020-10-04
53,80.0589,2020-01-11
53,46.951244,2020-12-14
53,26.45083,2020-01-18
53,58.8037,2020-10-22
53,81.216385,2020-02-07
53,35.973766,2020-01-08
54,41.699946999999995,2020-03-02
54,34.63712,2020-03-23
54,67.47733000000001,2020-01-05
54,34.385,2020-10-05
54,97.224556,2020-02-22
54,91.83627,2020-12-07
55,60.612137,2020-10-02
55,74.97154,2020-07-15
55,62.138916,2020-01-02
55,31.054953,2020-03-31
55,53.63360600000001,2020-01-15
55,31.864368,2020-03-02
55,46.83983,2020-10-29
55,91.16295,2020-07-30
55,36.181255,2020-04-13
57,84.89837,2020-05-25
57,56.85188,2020-10-17
57,98.754616,2020-02-23
57,64.07160999999999,2020-09-20
57,53.297512,2020-06-26
57,96.69229,2020-04-04
57,73.50482,2020-07-23
57,86.33991999999999,2020-06-16
59,29.456364,2020-09-07
59,25.54438,2020-02-10
59,28.291533,2020-04-01
59,37.243107,2020-04-08
59,92.1413,2020-11-18
61,79.11403,2020-02-17
61,29.056587,2020-12-23
61,28.12756,2020-07-21
61,63.163284,2020-11-03
61,77.32758000000001,2020-11-10
61,96.42038000000001,2020-08-15
61,63.739567,2020-05-13
61,91.31426,2020-11-25
61,63.303616000000005,2020-12-22
62,97.09021,2020-07-29
62,46.475964000000005,2020-08-03
62,65.33012,2020-09-13
62,26.237973999999998,2020-08-02
62,62.873337,2020-07-04
63,93.74331,2020-08-29
63,54.501026,2020-08-22
63,83.967384,2020-12-06
63,25.520046,2020-12-11
63,41.34198,2020-11-26
63,36.407238,2020-02-24
63,45.900524,2020-01-30
63,97.77979,2020-06-21
63,41.4993,2020-06-04
63,25.380466000000002,2020-04-23
63,35.420753000000005,2020-11-06
64,60.028940000000006,2020-03-12
64,95.54226,2020-10-21
66,25.61235,2020-07-29
66,83.84491,2020-02-18
66,53.586459999999995,2020-09-08
66,48.973923,2020-09-25
66,60.38425,2020-02-03
66,35.180009999999996,2020-02-08
66,84.84623,2020-02-05
66,63.521781999999995,2020-06-14
68,94.660576,2020-11-05
68,50.23503,2020-10-11
68,44.085205,2020-06-16
68,61.461678000000006,2020-07-14
68,63.938280000000006,2020-09-21
68,88.24039,2020-03-22
68,77.37939,2020-06-23
68,44.051970000000004,2020-04-17
68,74.48513,2020-05-21
69,90.80609,2020-12-25
69,87.56606,2020-02-07
69,37.549640000000004,2020-02-22
69,62.12798000000001,2020-01-19
69,85.04069,2020-07-13
69,87.99554,2020-08-01
69,86.63175,2020-02-04
70,27.529246999999998,2020-08-12
70,25.044577,2020-05-06
70,66.54029,2020-01-22
70,61.231865,2020-04-25
70,27.646279999999997,2020-05-20
70,47.859629999999996,2020-08-27
70,59.811428,2020-12-12
70,30.712120000000002,2020-03-05
70,48.83145,2020-02-20
70,38.391068,2020-01-06
71,2135.766,2020-04-01
72,27.918715000000002,2020-04-24
72,42.798733,2020-09-09
72,45.239940000000004,2020-01-13
72,51.744854,2020-12-15
72,88.47625,2020-05-01
72,88.48687,2020-12-18
72,82.229385,2020-05-07
72,35.767483,2020-08-09
72,97.14844000000001,2020-10-16
74,37.830967,2020-05-21
74,59.477734,2020-01-12
74,68.847916,2020-04-02
74,84.98395,2020-02-13
74,62.096035,2020-11-03
74,29.541218,2020-02-07
74,65.00223000000001,2020-02-01
75,85.88290400000001,2020-09-28
75,96.96457,2020-10-28
75,69.10470600000001,2020-03-21
75,56.4669,2020-01-23
75,73.54836,2020-01-03
75,85.2393,2020-09-02
77,40.868396999999995,2020-01-17
77,47.314766,2020-11-26
77,38.040115,2020-03-29
77,41.151474,2020-03-07
77,41.28658,2020-10-04
77,98.1314,2020-09-15
77,42.519909999999996,2020-06-19
77,27.1141,2020-08-15
77,79.79252,2020-02-19
77,26.312607,2020-07-31
77,88.74529,2020-09-12
77,86.70438,2020-07-29
78,80.508865,2020-08-07
78,37.431072,2020-03-14
78,42.926323,2020-04-21
78,25.403254,2020-06-10
81,41.342459999999996,2020-02-19
81,83.34724,2020-03-22
81,87.57627,2020-12-25
81,43.154926,2020-02-27
81,89.47278,2020-05-03
81,78.87505999999999,2020-04-09
81,41.09585,2020-05-16
81,59.280407,2020-02-06
82,51.338505,2020-09-19
82,65.702415,2020-06-03
82,28.858220000000003,2020-01-30
82,79.3331,2020-12-21
82,35.403473,2020-08-13
82,67.79373000000001,2020-10-07
82,73.007545,2020-04-19
82,87.84414,2020-05-10
82,34.80907,2020-11-07
83,1255.3624,2020-01-02
84,33.144493,2020-07-31
84,86.40318,2020-10-06
84,36.797195,2020-05-14
84,70.77313000000001,2020-02-05
84,41.575474,2020-09-26
84,93.95394,2020-01-27
84,81.64545,2020-01-26
84,41.023525,2020-10-20
84,79.40069,2020-01-01
84,44.176445,2020-05-12
84,73.826256,2020-03-13
84,25.008308,2020-11-08
86,42.984425,2020-06-24
86,39.05314,2020-10-10
86,42.198513,2020-02-24
86,45.820570000000004,2020-09-20
86,64.4027,2020-12-29
86,48.615902,2020-01-18
86,46.66602,2020-02-27
86,50.888798,2020-04-07
86,67.143456,2020-04-22
86,71.19139,2020-07-28
88,41.279537,2020-05-14
88,26.81516,2020-05-13
88,85.5678,2020-07-15
88,69.66213,2020-05-28
89,40.643566,2020-04-02
89,86.983475,2020-06-09
89,98.73116999999999,2020-10-09
89,43.398056,2020-06-30
89,69.55801,2020-07-25
89,52.50019,2020-01-22
89,42.758274,2020-07-30
89,96.21014,2020-11-03
89,34.16563,2020-01-21
89,78.15326999999999,2020-06-03
92,39.110966,2020-02-13
92,63.187397,2020-06-23
92,96.97851999999999,2020-08-26
92,35.825226,2020-12-04
92,67.71300500000001,2020-11-28
92,43.02552,2020-03-26
92,67.22397,2020-08-26
92,44.7327,2020-12-06
92,73.92317,2020-05-17
92,51.033409999999996,2020-04-06
92,82.20387,2020-01-31
93,1137.6674,2020-01-02
94,89.083046,2020-01-25
94,78.76443,2020-10-19
94,70.08492,2020-04-29
94,45.42879,2020-12-27
94,80.56004,2020-01-23
94,42.809906,2020-08-05
94,62.01988000000001,2020-06-12
94,66.954704,2020-09-08
94,93.753845,2020-04-20
95,39.50294,2020-07-13
95,57.783165000000004,2020-11-08
95,28.116885999999997,2020-07-22
95,91.368996,2020-01-27
95,73.59648,2020-01-06
95,94.75946,2020-01-12
95,34.105988,2020-08-27
95,67.55745999999999,2020-03-11
95,73.25575,2020-12-05
95,66.67039,2020-10-12
96,41.310272,2020-08-29
96,84.061714,2020-02-04
96,90.041595,2020-02-12
96,92.74499,2020-01-04
96,95.14301,2020-02-04
96,57.380627000000004,2020-02-11
96,55.031943999999996,2020-06-20
96,27.018673,2020-01-15
97,35.293938,2020-08-25
97,115.26681,2020-06-19
97,142.93192,2020-02-15
97,127.90963,2020-05-31
97,107.28731,2020-05-16
97,108.93059,2020-02-24
97,140.16953999999998,2020-09-21
97,65.74584,2020-09-24
97,39.706882,2020-10-27
97,94.57479000000001,2020-08-22
99,35.000496000000005,2020-11-08
99,55.42944,2020-02-14
99,35.082706,2020-01-08
99,85.84018,2020-10-25
99,90.85395,2020-06-05
99,63.207733,2020-07-24
99,67.73286,2020-06-26
99,68.298225,2020-05-23
100,82.434296,2020-01-28
100,85.11319,2020-05-07
100,73.52196500000001,2020-11-19
100,62.3116,2020-03-23
100,79.84179,2020-01-13
100,72.59692,2020-07-27
100,34.63405,2020-10-13
101,27.52764,2020-05-30
101,76.89938000000001,2020-01-18
101,50.061367,2020-08-27
101,99.42886,2020-04-21
101,87.12680999999999,2020-03-05
101,71.9271,2020-07-12
101,85.60125,2020-10-12
102,62.024876,2020-07-16
102,25.216866,2020-01-24
102,61.627143999999994,2020-05-16
102,79.44089,2020-12-05
102,39.735695,2020-03-10
102,40.09581,2020-06-08
102,28.041465999999996,2020-05-30
103,44.465340000000005,2020-09-12
103,42.384914,2020-01-21
103,52.95601,2020-08-28
103,90.987686,2020-12-12
103,55.86715699999999,2020-08-24
103,92.54191999999999,2020-12-26
103,53.368877000000005,2020-12-02
103,98.453514,2020-06-06
103,28.257240000000003,2020-11-07
104,93.81081,2020-12-29
104,73.93768,2020-12-24
104,41.378605,2020-06-27
104,71.44495400000001,2020-04-26
104,87.36045,2020-03-16
104,39.99064,2020-05-22
105,27.198313,2020-06-27
105,68.20438,2020-08-29
105,43.444590000000005,2020-05-05
105,25.679737,2020-01-17
106,60.78643,2020-02-22
106,39.14863,2020-03-24
106,94.74576,2020-01-05
106,80.80038,2020-12-26
106,33.767784000000006,2020-05-24
106,44.272766,2020-09-03
106,31.604309999999998,2020-08-03
106,92.95812,2020-02-03
106,88.019264,2020-09-03
107,87.1852,2020-10-18
107,64.0634,2020-10-13
107,86.22117,2020-08-28
107,49.979668,2020-07-20
109,83.54874000000001,2020-11-15
109,85.13814,2020-08-23
109,90.00197,2020-11-20
109,76.40814,2020-07-14
109,43.324535,2020-06-07
109,39.548159999999996,2020-10-09
109,44.214985,2020-03-22
109,25.378859,2020-03-13
110,27.179190000000002,2020-09-21
110,75.22065,2020-05-27
110,94.89918,2020-06-08
110,81.32101999999999,2020-04-17
110,90.46680500000001,2020-11-11
110,48.01323,2020-06-18
111,56.027977,2020-10-01
111,86.87057,2020-06-26
111,74.68674,2020-08-03
111,60.941338,2020-06-03
111,50.350307,2020-11-17
111,58.518597,2020-10-02
111,49.254845,2020-11-17
111,97.61299,2020-07-15
111,37.30552,2020-10-06
111,44.80737,2020-05-12
111,84.20000999999999,2020-01-27
112,97.27971,2020-10-01
112,29.0773,2020-01-15
112,96.18879,2020-03-27
112,38.546234000000005,2020-03-08
112,44.631370000000004,2020-07-02
112,98.3604,2020-05-27
112,68.02794,2020-04-17
112,68.57968000000001,2020-06-30
112,34.586636,2020-07-20
112,69.753334,2020-02-05
113,67.42299,2020-07-02
113,55.661632999999995,2020-05-24
113,63.89355,2020-07-23
113,97.80041,2020-05-03
113,75.97912600000001,2020-11-07
113,64.52256,2020-08-16
113,87.29079399999999,2020-01-07
113,44.632459999999995,2020-05-18
114,42.35567,2020-09-07
114,44.48275,2020-04-07
114,30.917834999999997,2020-02-09
114,74.21918000000001,2020-05-03
114,66.83976,2020-11-30
114,64.45976999999999,2020-10-26
114,25.357468,2020-04-15
115,79.46888,2020-01-18
115,77.97793,2020-05-19
115,50.871708,2020-03-08
116,42.13475,2020-12-28
116,98.84719,2020-07-13
116,41.083664,2020-05-17
116,93.0273,2020-06-21
116,81.51186,2020-07-23
116,49.48405,2020-08-03
116,87.02035,2020-04-12
116,46.562675,2020-02-18
116,28.882285999999997,2020-03-22
116,66.54079399999999,2020-05-28
116,97.19492,2020-11-10
117,1615.5886,2020-06-23
118,85.06104,2020-12-23
118,99.38794,2020-08-28
118,34.47218,2020-07-28
118,38.48871,2020-07-29
118,87.55104,2020-08-10
119,50.006077000000005,2020-04-26
119,73.058,2020-02-17
119,82.95082,2020-06-19
119,63.130054,2020-09-08
119,40.907196,2020-11-11
119,34.796124,2020-09-28
119,58.386019999999995,2020-09-01
119,73.924385,2020-03-10
121,33.868763,2020-05-08
121,67.42633000000001,2020-12-15
121,35.789455,2020-07-21
121,93.71002,2020-08-13
121,27.412195,2020-11-07
121,62.294952,2020-02-06
121,50.06982,2020-02-14
121,75.62392,2020-10-14
121,38.073055,2020-07-16
121,93.54853,2020-07-06
121,63.757088,2020-03-16
121,68.79364,2020-04-01
121,53.15878299999999,2020-03-22
122,62.38234,2020-12-03
122,38.61306,2020-05-03
122,51.160126,2020-01-11
122,99.71,2020-06-15
122,67.73834000000001,2020-04-21
122,83.10356999999999,2020-06-04
122,86.12628000000001,2020-09-21
122,48.191784000000006,2020-04-16
122,92.618286,2020-06-26
124,66.25676999999999,2020-02-24
124,74.02202,2020-09-23
124,39.836059999999996,2020-09-14
124,92.33341,2020-03-26
124,32.75775,2020-03-29
124,98.78277,2020-11-11
124,72.56460600000001,2020-07-15
124,97.69782,2020-08-23
125,77.01505999999999,2020-04-01
125,30.202509000000003,2020-12-12
125,43.400459999999995,2020-10-08
125,88.40102399999999,2020-08-07
126,65.78688000000001,2020-02-11
126,90.75898000000001,2020-02-09
126,35.617176,2020-06-21
126,57.55209,2020-07-10
126,29.236998,2020-12-15
126,67.538124,2020-05-23
126,55.474045,2020-12-19
127,48.32219,2020-10-28
127,26.699354,2020-09-12
127,86.02972,2020-05-12
128,40.83637,2020-12-22
128,96.00889000000001,2020-06-13
128,84.143074,2020-11-10
130,33.961906,2020-06-24
130,72.32723,2020-12-08
130,56.793755000000004,2020-09-15
130,94.85308,2020-06-12
130,72.37312,2020-07-14
130,50.556557,2020-08-30
130,28.741083000000003,2020-01-20
130,31.538206,2020-04-04
130,98.75348000000001,2020-04-15
130,41.953888,2020-03-31
131,69.46491,2020-11-28
131,36.790154,2020-11-13
131,50.42828,2020-01-13
131,50.142483,2020-05-22
131,71.63118,2020-10-19
131,63.64029300000001,2020-07-07
131,57.15213000000001,2020-04-26
131,82.13475,2020-07-16
132,83.37701,2020-05-22
132,93.931145,2020-03-11
132,79.26325,2020-12-21
132,89.06418599999999,2020-04-09
132,49.86438,2020-11-05
132,60.370728,2020-12-26
132,96.41042,2020-08-04
133,90.6093,2020-08-23
133,63.86659,2020-03-05
133,90.11529,2020-02-11
133,89.52944000000001,2020-04-25
133,86.983665,2020-04-16
133,35.17327,2020-12-21
134,1820.326,2020-12-18
135,35.038596999999996,2020-04-30
135,86.2175,2020-05-12
135,63.96338000000001,2020-06-15
135,48.566559999999996,2020-06-08
135,71.10783,2020-05-10
135,83.17017,2020-05-30
135,33.993041999999996,2020-11-17
136,49.162459999999996,2020-05-02
136,89.73977,2020-04-21
136,27.279575,2020-06-09
136,44.915977000000005,2020-03-23
136,49.889034,2020-05-12
136,88.487595,2020-10-18
136,79.30714,2020-08-30
136,67.697075,2020-03-20
137,27.317515999999998,2020-05-18
137,25.322762,2020-10-10
137,31.641517999999998,2020-11-13
137,94.13285,2020-10-10
137,83.312515,2020-06-26
137,68.95381,2020-01-19
137,61.61540600000001,2020-02-02
137,78.844536,2020-04-24
137,94.992935,2020-07-10
137,90.36577,2020-04-20
137,80.56936,2020-08-09
138,83.47068,2020-09-12
138,68.22140999999999,2020-04-05
138,88.47867600000001,2020-01-08
138,66.87569,2020-10-07
138,78.948204,2020-09-12
138,60.612003,2020-07-09
138,95.431,2020-03-14
140,70.812126,2020-10-04
140,79.74695,2020-12-21
140,89.57321,2020-07-01
140,62.580086,2020-11-01
140,40.61118,2020-02-05
140,99.64125,2020-07-07
140,53.358273,2020-08-28
140,55.032447999999995,2020-06-14
140,67.163185,2020-08-11
140,39.817657000000004,2020-03-12
141,99.820076,2020-09-21
141,52.29773,2020-03-16
141,39.58214,2020-06-26
141,91.18345,2020-06-24
141,78.10849,2020-09-29
141,58.611683,2020-04-26
141,95.119225,2020-03-25
141,46.055316999999995,2020-04-03
141,50.774662,2020-06-14
142,66.59366999999999,2020-08-14
142,33.777946,2020-06-20
142,33.442409999999995,2020-01-22
142,56.890995,2020-03-17
142,80.60065,2020-11-09
142,89.17430999999999,2020-11-27
142,84.7333,2020-05-14
142,30.45187,2020-09-07
142,67.95439,2020-10-12
142,68.595505,2020-10-07
143,33.255398,2020-11-09
143,25.382069,2020-01-11
143,73.94064,2020-05-15
143,34.143288,2020-08-01
143,30.285433,2020-10-19
143,48.37057,2020-07-10
143,38.770405,2020-04-25
144,38.86892,2020-07-16
144,87.28699499999999,2020-07-28
144,42.917225,2020-09-06
144,76.53201,2020-01-14
144,41.242004,2020-01-06
144,70.90442,2020-07-01
144,84.67584000000001,2020-03-02
144,38.956963,2020-06-24
146,65.4541,2020-11-22
146,58.706619999999994,2020-06-06
147,56.661663,2020-12-26
147,94.84419,2020-05-14
147,97.78555,2020-08-20
147,66.59815,2020-01-10
147,48.677647,2020-01-16
149,53.95019,2020-06-29
149,65.493904,2020-05-28
149,67.70149,2020-03-20
149,95.8009,2020-03-16
149,31.00892,2020-02-25
149,46.529920000000004,2020-02-06
151,68.7993,2020-03-03
151,52.20657,2020-05-18
151,76.66847,2020-03-23
151,66.68965,2020-01-14
151,67.243324,2020-12-29
151,65.03435,2020-04-27
151,72.63547,2020-09-14
151,61.366035,2020-01-29
152,84.24118,2020-01-11
152,45.1664,2020-04-08
152,85.44781,2020-10-05
152,35.470729999999996,2020-11-18
152,32.13961,2020-04-11
152,92.33779,2020-11-05
152,58.674057,2020-05-27
152,59.17853,2020-06-19
152,95.945915,2020-04-03
153,80.50043000000001,2020-07-21
153,51.840477,2020-03-06
153,55.52426,2020-06-07
153,82.21274,2020-08-13
153,51.506935,2020-02-01
153,58.873486,2020-06-05
153,99.36999499999999,2020-07-23
154,47.27932,2020-05-10
154,68.222824,2020-07-10
154,38.053432,2020-02-07
154,81.65085,2020-09-24
154,79.1319,2020-06-13
154,56.13619,2020-04-20
154,96.15996,2020-04-16
154,34.4765,2020-02-01
154,87.9899,2020-07-04
154,26.940239000000002,2020-03-17
154,84.11464000000001,2020-01-26
154,26.860239,2020-05-14
157,38.110477,2020-03-23
157,59.136722999999996,2020-02-24
157,97.85655,2020-09-29
157,57.724194,2020-03-13
158,98.18455,2020-04-19
158,37.74801,2020-03-13
158,61.828619999999994,2020-02-15
158,95.82217,2020-08-17
158,86.116135,2020-08-19
158,63.717804,2020-12-03
158,43.237514000000004,2020-06-18
159,59.849143999999995,2020-07-24
159,99.72849000000001,2020-11-28
159,31.347343,2020-05-01
159,41.10501,2020-02-07
159,77.45897,2020-05-18
159,54.87353,2020-05-26
159,96.68008,2020-03-25
161,75.89806999999999,2020-05-14
161,26.736994,2020-02-23
161,84.128235,2020-08-04
161,42.25795,2020-02-28
161,53.31813399999999,2020-09-15
161,67.50818000000001,2020-08-30
161,64.03022,2020-06-21
161,32.190308,2020-05-20
161,70.764496,2020-05-08
161,65.51709,2020-02-03
161,84.47596999999999,2020-09-17
162,44.212708,2020-11-20
162,60.868,2020-08-18
162,77.32737,2020-06-29
162,32.672740000000005,2020-01-23
162,70.912384,2020-04-27
162,92.246414,2020-08-26
165,50.13282,2020-01-25
165,44.533035,2020-01-11
165,30.134153,2020-04-18
167,37.358979999999995,2020-04-03
167,62.564087,2020-07-02
167,72.98398,2020-11-09
167,70.67441600000001,2020-10-20
167,40.371803,2020-09-01
167,49.02816,2020-05-02
167,83.52261999999999,2020-03-09
168,99.27166,2020-06-26
168,58.99124499999999,2020-07-19
168,75.30471,2020-02-18
168,31.460065999999998,2020-07-19
170,61.998127000000004,2020-09-30
170,61.75951,2020-01-13
170,69.308586,2020-05-07
170,42.018879999999996,2020-02-19
171,53.66069399999999,2020-03-23
171,84.42026,2020-01-31
171,73.3121,2020-03-24
171,66.49665999999999,2020-02-17
171,26.697582,2020-06-08
171,44.085033,2020-09-15
173,30.4907,2020-04-20
173,62.09591999999999,2020-11-11
173,94.97737,2020-09-14
173,48.935913,2020-02-03
173,43.54467,2020-11-21
173,58.638732999999995,2020-05-06
173,88.08103,2020-01-20
173,61.083965,2020-07-13
173,66.34277,2020-12-14
173,80.57715999999999,2020-11-03
173,94.59101,2020-04-10
173,85.961075,2020-08-27
173,58.52735,2020-06-22
174,81.1659,2020-02-28
174,69.15371,2020-11-29
174,64.87772,2020-06-23
174,85.19413,2020-07-03
174,53.513702,2020-11-09
174,32.639435,2020-12-05
175,57.245307999999994,2020-11-13
175,48.247170000000004,2020-12-18
176,62.899475,2020-01-01
